"","Orbitrap_HeLaCE_SGF_Fraction1","Orbitrap_HeLaCE_SGF_Fraction2","Orbitrap_HeLaCE_SGF_Fraction3","Orbitrap_HeLaCE_SGF_Fraction4","Orbitrap_HeLaCE_SGF_Fraction5","Orbitrap_HeLaCE_SGF_Fraction6","Orbitrap_HeLaCE_SGF_Fraction7-2","Orbitrap_HeLaCE_SGF_Fraction8","Orbitrap_HeLaCE_SGF_Fraction9","Orbitrap_HeLaCE_SGF_Fraction10","Orbitrap_HeLaCE_SGF_Fraction11","Orbitrap_HeLaCE_SGF_Fraction12","Orbitrap_HeLaCE_SGF_Fraction13","Orbitrap_HeLaCE_SGF_Fraction14"
"P11142",0,18,312,192,237,210,148,135,165,148,124,96,83,59
"P04792",0,19,23,46,13,23,9,8,9,11,13,7,6,0
"O43719",0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Q9Y4L1",0,2,18,14,16,20,9,8,11,17,0,0,0,0
"P54105",0,0,3,5,0,0,0,0,0,0,0,0,0,0
"P50213",0,0,5,8,0,2,0,0,0,0,0,0,0,0
"O75874",0,0,0,0,0,4,11,2,2,0,0,0,0,0
"Q16666",0,0,0,0,0,0,0,5,0,0,0,0,0,0
"P47813",0,0,0,6,0,5,0,0,0,0,0,0,0,0
"P05198",0,0,7,9,20,14,28,16,15,3,3,0,0,0
"P20042",0,0,0,0,5,5,4,0,1,0,0,0,0,0
"Q9NZI8",0,0,0,0,0,0,0,0,0,26,31,39,32,5
"Q9Y6M1",0,0,0,0,0,0,7,0,6,0,1,2,0,0
"O00425",0,0,0,0,0,0,3,5,16,10,14,12,8,0
"O60841",0,0,0,0,7,0,2,2,0,0,0,0,0,0
"P60842",0,0,38,60,77,92,54,47,48,20,5,1,0,0
"P38919",0,0,0,0,0,0,5,12,18,11,4,3,2,0
"P23588",0,49,0,9,1,0,0,0,0,0,0,0,2,0
"P78344",0,0,0,9,20,22,9,5,4,1,0,0,2,0
"O43432",0,0,0,0,0,4,0,0,0,0,0,0,0,0
"Q15056",0,0,0,0,7,5,0,0,0,0,0,0,0,0
"P55010",0,0,0,0,0,0,3,0,0,0,0,0,0,0
"P56537",0,0,0,0,0,0,10,12,10,7,0,0,0,0
"O14879",0,0,0,0,0,0,0,0,0,4,0,0,0,0
"P30740",0,0,0,0,0,0,0,0,3,0,0,0,0,0
"Q12905",0,0,0,0,0,0,27,72,60,84,53,48,34,0
"A1L0T0",0,0,8,7,5,0,16,0,0,0,0,0,0,0
"P52292",0,0,23,0,7,0,0,0,0,2,0,0,0,0
"O00629",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Q14974",0,10,34,5,9,11,28,14,23,3,2,0,0,0
"P12268",0,0,158,67,20,16,0,0,6,0,0,0,0,0
"Q27J81",0,0,4,0,0,2,0,0,0,0,0,0,0,0
"Q9UI26",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"O95373",0,10,8,2,4,0,5,0,0,0,0,0,0,0
"Q96P70",0,0,0,3,1,0,4,0,0,0,0,0,0,0
"Q15181",0,0,5,0,5,4,4,0,3,0,0,0,0,0
"P46940",0,0,8,13,16,6,22,0,9,4,3,0,0,0
"P17301",0,8,23,0,0,5,4,3,0,5,0,0,0,0
"P08648",0,0,10,6,11,11,11,10,0,0,0,0,0,0
"P06756",0,0,0,4,2,0,0,0,0,0,0,0,0,0
"P05556",0,0,42,14,26,36,22,26,21,16,0,0,0,0
"P16144",0,2,4,2,10,5,0,2,6,0,0,0,0,0
"Q14643",0,0,0,0,0,0,12,3,0,0,0,0,0,0
"Q14573",0,0,0,0,0,7,18,11,9,3,2,0,0,0
"P17275",0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Q8N766",0,0,0,0,0,0,3,0,5,1,0,0,0,0
"A3KMH1",0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Q8N163",0,0,34,18,31,33,17,8,6,5,3,0,0,0
"P05783",0,1,2,8,10,3,3,0,2,4,0,0,0,0
"P04264",0,4,0,0,18,0,7,0,2,0,0,0,0,0
"P08237",0,0,13,3,0,0,0,0,0,0,0,0,0,0
"P17858",0,0,26,10,5,5,6,4,5,5,0,0,0,0
"Q01813",0,0,27,24,23,6,13,0,3,0,0,0,0,0
"P54819",0,0,0,4,0,0,0,0,0,0,0,0,0,0
"P10644",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"P13861",0,0,10,0,9,2,0,0,0,0,0,0,0,0
"Q9P0J7",0,0,22,4,12,5,0,0,0,0,0,0,0,0
"Q07666",0,0,0,2,6,6,0,0,0,0,0,0,0,0
"P33176",0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Q9H0B6",0,8,0,0,0,0,0,0,0,0,0,0,0,0
"P46019",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Q93100",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"P14618",0,34,162,133,167,144,143,124,139,79,73,33,28,27
"Q16719",0,5,7,12,13,10,21,10,12,0,0,0,0,0
"P05455",0,1,0,0,5,4,6,3,8,0,0,0,0,0
"O15230",0,0,3,4,1,0,0,0,0,0,0,0,0,0
"P07942",0,0,6,10,0,1,0,0,0,0,0,0,0,0
"P11279",0,0,0,0,0,0,7,0,0,0,0,0,0,0
"P42166",0,0,0,0,0,0,0,0,0,0,0,2,5,0
"Q6PKG0",0,4,0,0,0,0,0,14,7,15,21,37,16,0
"Q9Y4W2",0,0,0,0,0,0,0,1,6,5,3,0,0,0
"Q9UIQ6",0,1,3,7,5,7,3,0,0,0,0,0,0,0
"P00338",0,53,23,46,38,46,39,53,53,35,21,0,12,12
"P07195",0,0,11,16,26,32,35,30,46,34,27,20,14,15
"P09382",0,3,1,4,6,3,5,4,5,0,0,0,0,0
"O95202",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Q08380",0,0,26,27,53,47,22,13,0,0,0,0,0,0
"Q04760",0,0,0,4,0,1,0,0,1,0,0,0,0,0
"P49257",0,0,9,10,22,25,29,14,6,0,0,0,0,0
"Q12907",0,0,0,2,0,0,4,0,0,0,0,0,0,0
"P02545",0,0,0,0,0,3,0,0,8,11,5,2,5,4
"Q9C0E8",0,0,6,0,3,0,5,0,0,0,0,0,0,0
"P36776",0,0,48,35,4,6,0,0,0,0,0,0,0,0
"Q93052",0,0,3,2,2,0,3,3,0,0,0,0,0,0
"P42704",0,0,24,46,21,28,42,33,21,6,0,0,0,0
"Q5VZK9",0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Q8N1G4",0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Q96AG4",0,0,0,0,0,4,4,19,23,12,13,8,8,0
"Q8IWT6",0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Q32MZ4",0,18,0,0,1,0,0,0,0,0,0,0,0,0
"Q9H089",0,0,0,0,0,0,0,5,2,0,0,0,0,0
"Q6IAA8",0,2,0,0,0,0,0,3,2,3,0,0,0,0
"Q96GA3",0,0,0,0,31,16,0,0,0,0,0,0,0,0
"O43318",0,6,0,0,0,0,0,0,0,0,0,0,0,0
"Q16706",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Q3KQU3",0,0,0,0,6,4,2,1,0,0,0,0,1,0
"Q9UNF1",0,3,2,8,9,7,0,0,0,0,0,0,0,0
"Q9H0U3",0,0,0,0,0,0,0,0,4,0,0,0,0,0
"Q15691",0,0,0,3,5,4,3,5,0,0,0,0,0,0
"Q15555",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Q9NZL9",0,0,0,3,0,0,0,0,0,0,0,0,0,0
"O43324",0,0,3,14,6,0,6,5,13,19,0,8,0,0
"Q96RQ3",0,0,11,0,0,0,0,0,0,0,0,0,0,0
"Q9HCC0",0,0,15,19,5,0,2,0,4,0,0,0,0,0
"P49736",0,0,117,21,2,4,0,0,0,0,0,0,0,0
"P25205",0,0,91,54,9,19,2,2,5,3,2,0,0,0
"P33991",0,0,129,20,9,4,0,0,0,0,0,0,0,0
"P33992",0,0,78,15,10,8,0,2,1,0,0,0,0,0
"Q14566",0,0,62,10,12,9,0,0,0,0,0,0,0,0
"P33993",0,0,93,45,0,0,0,0,2,0,0,0,0,0
"P40926",0,9,12,18,21,28,42,32,33,11,0,0,0,0
"Q9BQA1",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Q7L2J0",0,0,16,0,0,0,0,0,0,0,0,0,0,0
"Q14696",0,0,0,2,1,4,0,0,0,0,0,0,0,0
"P08581",0,0,0,2,0,4,7,7,3,1,0,0,0,0
"P31153",0,0,0,0,4,6,4,3,4,0,0,0,0,0
"Q5JRA6",0,7,0,0,0,0,0,0,0,0,0,0,0,0
"Q9Y3D0",0,19,0,0,0,0,0,0,0,0,0,0,0,0
"Q14165",0,0,0,0,0,7,0,3,8,10,5,4,4,0
"Q96T76",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Q02252",0,0,0,0,0,0,0,0,0,0,0,2,3,0
"P26038",0,0,25,27,32,20,26,7,10,8,6,7,0,0
"Q9HCE1",0,0,0,0,0,0,5,0,3,9,11,0,10,0
"Q00325",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Q10713",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"P20645",0,0,0,0,0,0,0,0,2,9,4,0,0,0
"P11717",0,0,0,0,0,0,0,0,2,0,0,0,0,0
"O15438",0,0,0,1,0,1,11,2,0,0,0,0,0,0
"P43246",0,0,5,0,5,0,6,0,1,0,0,0,0,0
"P20585",0,0,0,0,0,0,0,3,0,0,0,0,0,0
"P52701",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Q96DH6",0,0,0,0,1,0,0,0,0,0,3,0,1,0
"Q15800",0,0,0,0,0,4,2,2,0,0,0,0,0,0
"Q13126",0,0,0,1,2,0,2,0,0,4,0,0,0,0
"Q14764",0,0,0,0,0,0,3,131,65,14,3,0,0,0
"P35579",0,36,116,32,51,38,37,27,36,34,29,9,8,0
"P60660",0,70,34,28,18,14,10,2,6,6,0,0,0,0
"P14649",0,5,0,0,0,0,0,0,0,0,0,0,0,0
"O00159",0,0,0,0,0,0,0,4,0,20,20,6,7,0
"Q9NZM1",0,0,12,14,60,70,106,51,62,30,0,0,0,0
"Q6P582",0,0,0,0,2,0,6,0,0,0,0,0,0,0
"P41227",0,0,3,0,1,0,0,0,0,0,0,0,0,0
"Q9BWU0",0,0,3,0,0,0,0,0,0,0,0,0,0,0
"P43490",0,0,0,5,2,0,5,1,0,0,0,0,0,0
"Q9UHQ9",0,0,0,0,0,0,11,0,1,0,0,0,0,0
"P00387",0,0,0,2,7,6,7,9,6,0,0,0,0,0
"Q09161",0,0,0,0,0,0,0,0,0,4,2,0,0,0
"Q969V3",0,0,0,0,0,0,0,8,7,17,16,8,0,0
"Q92597",0,0,0,0,0,0,4,0,0,0,0,0,0,0
"Q16718",0,0,2,17,8,11,0,8,9,2,1,0,0,0
"Q16795",0,0,0,0,0,0,0,4,9,2,0,0,0,0
"P17568",0,0,0,0,0,0,0,0,0,0,0,2,3,0
"Q9BU61",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"O75306",0,0,0,6,2,3,0,0,0,0,0,0,0,0
"O75489",0,0,5,1,6,0,22,10,13,0,2,0,0,0
"O00217",0,0,0,0,0,4,0,0,6,7,0,0,0,0
"P49821",0,0,0,0,0,0,0,4,0,0,0,0,0,0
"Q8TD19",0,0,0,7,0,0,0,0,0,0,0,0,0,0
"Q8NCF5",0,6,0,0,0,0,0,0,0,0,0,0,0,0
"Q6ZNB6",0,0,0,0,0,0,0,0,3,4,2,0,0,0
"Q8NBF2",0,0,0,0,2,0,0,0,0,0,0,0,0,0
"O14745",0,0,0,11,17,11,0,4,1,0,0,0,0,0
"Q92542",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"P30419",0,0,0,0,1,0,2,0,0,0,0,0,0,0
"Q13423",0,0,0,0,0,0,10,2,0,0,0,0,0,0
"Q5SY16",0,0,0,0,0,0,0,0,3,0,0,0,0,0
"Q15233",0,0,0,6,3,9,0,0,0,0,0,0,0,0
"Q9Y2X3",0,0,0,0,0,0,2,2,0,0,0,0,0,0
"Q9Y314",0,0,0,0,6,5,3,3,5,0,0,0,0,0
"Q04721",0,0,0,0,0,0,0,6,0,0,0,0,0,0
"P55209",0,16,20,14,17,18,12,10,10,1,3,0,0,0
"P06748",0,71,27,17,15,28,20,41,35,40,9,29,16,24
"P15559",0,0,2,4,0,0,0,0,0,0,0,0,0,0
"P46459",0,0,8,23,18,16,10,0,0,0,0,0,0,0
"Q08J23",0,0,0,6,11,21,26,52,40,25,16,15,1,0
"P49790",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Q5SRE5",0,2,1,0,0,0,0,0,0,0,0,0,0,0
"P35658",0,5,2,0,0,1,0,0,0,0,0,0,0,0
"Q02818",0,4,0,0,0,0,0,0,0,0,0,0,0,0
"P80303",0,0,0,3,0,4,0,0,0,0,0,0,0,0
"P19338",0,0,34,41,89,131,88,129,89,77,40,30,17,13
"Q9Y266",0,2,0,7,0,3,0,0,0,6,0,0,0,0
"Q7Z417",0,0,0,0,0,0,0,0,0,0,0,16,21,0
"Q9UKX7",0,10,0,0,0,0,0,0,0,0,0,0,0,0
"Q9UBU9",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Q9Y6K5",0,0,0,0,0,0,0,7,0,0,5,0,6,0
"P04181",0,0,0,0,0,0,0,2,0,2,0,0,0,0
"Q9NX40",0,0,0,0,0,0,0,0,6,0,0,0,0,0
"P11182",0,0,0,0,2,0,7,0,0,0,0,0,0,0
"Q02218",0,0,0,7,104,57,0,4,0,0,0,0,0,0
"P10515",0,0,0,0,20,67,5,6,0,0,0,0,0,0
"P11177",0,0,16,29,32,85,26,7,10,0,0,0,0,0
"O00330",0,0,0,0,0,12,0,0,0,0,0,0,0,0
"Q9NTK5",0,0,7,0,4,0,10,0,2,3,0,0,0,0
"P22059",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"P39656",0,0,0,0,0,0,9,11,14,21,11,11,8,0
"Q92882",0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Q96G74",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"O00443",0,0,0,0,0,0,0,0,0,0,24,0,0,0
"P13674",0,0,5,4,2,0,4,0,0,0,0,0,0,0
"Q6IN85",0,0,5,7,0,0,0,0,0,0,0,0,0,0
"Q96C36",0,0,0,0,0,0,0,1,4,5,3,5,6,0
"P54886",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Q8WXI9",0,0,0,0,0,0,3,2,0,0,0,0,0,0
"Q9UQ80",0,0,3,6,12,14,28,50,26,45,55,69,38,13
"Q8NC51",0,0,0,0,0,0,3,20,26,41,37,67,62,59
"Q8WX93",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Q99497",0,8,0,6,6,0,0,0,0,0,0,0,0,0
"P09874",0,0,0,0,0,0,0,1,0,0,8,10,15,0
"Q9UKK3",0,0,0,0,0,0,0,12,4,0,0,0,0,0
"Q86TB9",0,9,0,0,0,0,0,0,0,0,0,0,0,0
"Q8NF37",0,0,3,0,2,0,4,0,0,0,0,0,0,0
"Q15365",0,0,12,18,11,12,8,15,12,14,6,5,5,8
"P12004",0,0,0,5,0,4,2,0,4,7,3,0,0,0
"Q9BUL8",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"O14737",0,23,26,15,0,10,0,0,0,0,0,0,0,0
"O75340",0,0,0,0,0,10,9,28,30,18,0,0,0,0
"Q9H2J4",0,0,8,6,0,0,0,0,0,0,0,0,0,0
"P07237",0,20,21,44,33,47,26,38,38,30,9,2,1,0
"P30101",0,18,35,49,51,59,44,34,33,38,25,16,16,1
"P13667",0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Q9BY77",0,0,0,0,0,0,0,0,0,1,3,0,0,0
"O00764",0,0,2,3,0,0,0,2,0,0,0,0,0,0
"P30086",0,0,0,2,5,0,0,0,0,0,0,0,0,0
"Q9UBV8",0,0,0,0,0,1,0,0,6,0,0,0,0,0
"Q8IZL8",0,0,0,0,0,0,0,0,10,10,4,0,0,0
"O60925",0,18,0,0,0,0,0,0,0,0,0,0,0,0
"Q9UHV9",0,9,0,10,0,0,0,0,0,0,8,2,5,0
"Q99471",0,5,4,0,1,0,1,0,0,2,1,0,0,0
"O15212",0,7,0,0,0,0,0,0,0,0,0,0,0,0
"P18669",0,23,7,7,25,14,24,13,13,0,0,0,0,0
"P00558",0,0,24,54,74,81,56,64,62,35,8,4,1,0
"P36871",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"O00264",0,0,3,3,12,6,12,0,0,0,0,0,0,0
"Q9H814",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"P35232",0,0,0,21,53,87,134,91,66,27,14,6,6,13
"Q99623",0,0,0,9,27,58,66,91,53,41,0,0,0,0
"Q96S52",0,0,9,7,16,18,18,20,12,4,0,0,0,0
"Q969N2",0,0,0,0,0,0,2,4,0,0,0,0,0,0
"Q01970",0,0,0,7,0,0,0,0,0,0,0,0,0,0
"O60664",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"O60568",0,0,11,10,13,4,8,6,11,6,1,0,2,0
"Q8IY17",0,0,0,0,0,9,0,0,0,0,0,0,0,0
"O43660",0,0,0,0,0,0,0,0,0,0,1,1,1,0
"Q9Y3B4",0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Q8TCS8",0,14,0,0,0,0,0,0,0,0,0,0,0,0
"Q8TEM1",0,0,6,3,3,5,0,3,0,0,0,0,0,0
"O00592",0,0,0,1,1,1,0,0,0,0,0,0,0,0
"P67775",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"P24666",0,0,0,0,1,0,0,4,0,0,0,0,0,0
"P23284",0,0,7,0,0,5,6,0,7,12,0,0,0,8
"O15355",0,25,0,0,0,0,0,0,0,0,0,0,0,0
"O60828",0,7,0,0,0,0,0,0,0,0,0,0,0,0
"P48634",0,0,0,4,0,15,6,0,6,10,19,17,14,0
"Q5JSZ5",0,0,0,0,0,6,0,0,5,11,16,12,9,0
"Q92733",0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Q06830",0,27,7,0,25,23,12,14,20,35,29,23,22,15
"P32119",0,15,14,12,20,10,26,19,17,0,0,0,0,0
"P30048",0,0,11,10,7,7,14,6,9,0,0,0,0,0
"Q13162",0,0,23,13,7,7,7,7,9,14,9,6,0,0
"P30044",0,0,11,13,27,15,11,0,0,10,3,0,0,0
"P30041",0,0,0,6,11,0,9,10,6,0,0,0,0,0
"Q9HCU5",0,0,0,0,1,1,0,1,0,0,0,0,0,0
"P78527",0,0,13,19,6,0,24,54,42,21,26,26,36,4
"P07737",0,0,21,41,40,47,35,37,49,33,22,10,4,0
"Q92620",0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Q8WWY3",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Q13523",0,0,0,0,0,0,0,1,2,0,0,0,0,0
"Q6P2Q9",0,0,9,20,0,0,0,0,0,0,0,0,0,0
"Q96S44",0,5,0,0,0,0,0,0,0,0,0,0,0,0
"P60891",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"P62191",0,0,72,99,47,1,12,0,0,0,0,0,0,0
"P17980",0,0,120,219,79,14,24,14,16,0,0,0,0,0
"P43686",0,0,86,120,74,39,0,6,0,2,0,0,0,0
"P35998",0,4,61,118,35,3,3,0,0,0,0,0,0,0
"P62195",0,0,79,148,33,3,7,6,0,0,0,0,0,0
"P55786",0,0,0,0,0,1,0,3,2,2,0,0,0,0
"P25787",0,0,166,99,30,10,0,3,1,3,0,0,0,0
"P25788",0,0,16,23,0,0,0,0,0,0,0,0,0,0
"P25789",0,0,17,10,0,0,0,0,0,0,0,0,0,0
"P28066",0,0,37,45,0,0,0,0,0,0,0,0,0,0
"P60900",0,0,61,40,0,0,0,0,0,0,0,0,0,0
"O14818",0,0,31,22,8,2,2,0,0,1,0,0,0,0
"P20618",0,0,77,91,66,22,4,8,9,2,0,0,0,0
"P49721",0,0,88,66,4,0,0,0,0,0,0,0,0,0
"P49720",0,0,107,63,0,0,0,0,4,0,0,0,0,0
"P28070",0,0,139,121,47,34,0,4,5,8,0,0,0,0
"P28072",0,0,0,10,10,0,0,0,0,0,0,0,0,0
"Q99436",0,0,46,61,49,29,0,0,0,0,0,0,0,0
"P28062",0,0,1,20,0,0,0,0,0,0,0,0,0,0
"O00232",0,0,43,93,33,14,8,2,6,0,0,1,0,0
"P51665",0,0,21,39,5,0,0,0,0,0,0,0,0,0
"O00487",0,0,21,76,45,30,0,4,6,7,0,0,0,0
"Q99460",0,0,102,181,54,16,3,1,4,0,0,0,0,0
"Q13200",0,0,71,161,70,19,0,5,5,2,0,0,0,0
"O43242",0,0,56,171,53,7,0,0,0,0,0,0,0,0
"Q16401",0,0,33,6,0,0,0,0,0,0,0,0,0,0
"Q15008",0,0,4,35,5,0,0,0,0,0,0,0,0,0
"Q06323",0,0,8,6,3,0,0,0,0,4,0,0,0,0
"Q14997",0,0,9,18,7,0,0,0,0,0,0,0,0,0
"P26599",0,0,6,20,26,35,16,22,23,25,8,8,2,0
"O75127",0,0,0,0,4,0,2,0,0,0,0,0,0,0
"Q96EY7",0,0,0,0,7,3,0,0,2,3,0,0,0,0
"Q6NZI2",0,0,2,0,4,6,28,33,36,4,2,0,0,0
"Q9BVG9",0,0,0,0,2,2,0,0,0,0,0,0,0,0
"P22102",0,0,0,0,0,0,0,0,5,0,0,0,0,0
"O15067",0,0,0,0,0,0,2,0,0,0,0,0,0,0
"P31939",0,0,4,7,4,2,9,4,0,4,0,0,0,0
"Q13610",0,5,0,0,0,0,0,0,0,0,0,0,0,0
"P11498",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"P11216",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"P06737",0,0,0,4,0,0,0,0,0,0,0,0,0,0
"P27708",0,0,64,162,100,44,0,6,0,0,0,0,0,0
"P31930",0,0,0,0,0,9,0,13,10,12,4,0,5,0
"P22695",0,7,0,1,14,23,25,25,17,14,8,6,5,0
"Q53FA7",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Q6ZRP7",0,0,2,0,0,0,2,0,0,0,0,0,0,0
"P61026",0,0,0,0,4,6,8,6,9,0,0,0,0,0
"P61106",0,0,0,0,0,0,6,0,0,0,0,0,0,0
"P62820",0,0,7,14,23,18,33,29,24,0,0,0,0,0
"Q9H0U4",0,0,0,6,7,8,18,3,7,11,0,0,0,0
"P61019",0,0,0,0,0,9,4,0,9,10,2,0,0,0
"P61020",0,0,0,0,0,0,8,4,6,0,0,0,0,0
"P51148",0,2,0,0,4,6,11,10,12,3,0,0,0,0
"P51149",0,0,0,1,6,18,24,20,24,19,6,4,8,0
"P61006",0,0,0,0,1,4,4,5,5,0,2,0,0,0
"Q8NFJ5",0,0,0,0,0,21,17,31,30,38,6,7,6,0
"Q96S59",0,0,4,5,0,0,0,0,0,0,0,0,0,0
"Q09028",0,0,10,4,4,0,4,0,0,8,5,9,8,0
"Q15291",0,10,0,0,0,0,0,0,0,0,0,0,0,0
"Q7Z6E9",0,0,0,0,0,0,0,8,5,3,0,3,1,0
"Q96PK6",0,0,0,0,3,4,3,10,6,1,0,0,0,0
"P98179",0,11,8,33,20,12,0,0,0,0,0,0,0,0
"Q9Y5S9",0,0,0,0,0,0,0,0,0,0,8,9,0,0
"O43598",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Q15293",0,10,2,27,14,15,5,3,5,1,0,0,0,0
"P54725",0,0,0,0,2,2,0,0,0,0,0,0,0,0
"P54727",0,0,6,5,6,1,12,0,0,0,0,0,0,0
"P46063",0,0,0,0,0,0,5,16,9,0,0,3,2,0
"Q9BZI7",0,0,0,0,0,4,0,0,0,0,0,0,0,0
"O75787",0,0,0,0,0,0,3,0,1,0,0,0,0,0
"Q92900",0,0,0,2,2,0,2,0,2,0,0,0,0,0
"P35249",0,0,0,0,2,0,4,0,0,0,0,0,0,0
"Q6NTF9",0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Q6NUQ1",0,0,3,0,0,0,0,4,0,0,0,0,0,0
"Q9BRS2",0,0,0,0,5,0,0,0,0,0,0,0,0,0
"Q9BVS4",0,0,0,0,13,1,0,0,0,0,0,0,0,0
"P62913",0,0,0,0,0,0,16,30,18,33,29,39,34,36
"P30050",0,0,0,0,0,0,24,41,26,25,27,32,25,14
"P26373",0,0,0,0,0,0,8,27,22,43,63,80,74,59
"P61313",0,0,0,0,0,0,20,42,29,28,39,54,51,26
"P18621",0,0,0,0,0,0,17,46,26,12,17,24,18,5
"Q07020",0,0,0,0,0,0,16,42,32,52,65,83,72,36
"P84098",0,0,0,0,0,0,20,73,39,61,87,109,96,34
"O76021",0,0,0,0,0,0,0,0,0,0,3,4,6,0
"P46778",0,0,0,0,0,0,19,19,33,60,49,89,59,62
"P35268",0,0,0,0,0,0,24,39,32,42,54,56,66,27
"P62829",0,0,0,0,0,2,15,57,23,28,30,30,31,15
"P46776",0,0,0,0,0,0,0,0,0,20,29,37,32,26
"P39023",0,0,0,0,0,0,0,14,22,28,3,14,2,24
"P62888",0,0,0,0,0,0,10,26,18,19,24,30,27,12
"P62910",0,0,0,0,0,0,0,14,0,12,23,27,24,0
"Q9Y3U8",0,0,0,0,0,0,0,9,0,12,19,19,16,5
"P61513",0,0,0,0,0,0,10,33,18,32,36,45,43,27
"P63173",0,0,0,0,0,0,0,19,10,8,22,26,21,0
"P36578",0,0,0,0,0,0,43,128,78,92,114,114,112,35
"P46777",0,0,0,0,0,0,0,50,28,45,55,68,65,27
"P62424",0,0,0,0,0,0,23,66,33,21,32,37,39,25
"P62917",0,0,0,0,0,0,0,0,0,0,0,3,0,0
"P32969",0,0,0,0,0,0,20,40,27,26,41,46,39,19
"P05388",0,0,0,0,0,0,30,54,47,57,39,41,36,50
"P05386",0,22,0,10,8,11,86,52,37,39,19,42,19,35
"P05387",0,0,4,31,6,35,83,194,139,151,204,206,166,84
"Q86X10",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Q9BYD6",0,0,0,0,6,14,0,6,2,1,0,0,0,0
"Q5T653",0,0,0,0,9,4,4,3,1,0,0,0,0,0
"Q9BYD3",0,0,0,0,26,12,0,0,0,0,0,0,0,0
"Q9BYD2",0,0,0,0,18,3,4,0,3,0,0,0,0,0
"Q9Y3B7",0,0,0,0,29,8,0,4,0,0,0,0,0,0
"Q9BYD1",0,0,0,0,11,0,0,0,0,0,0,0,0,0
"Q6P1L8",0,0,0,0,15,4,0,0,0,0,0,0,0,0
"Q9P015",0,0,0,0,22,7,0,0,0,0,0,0,0,0
"Q9NX20",0,0,0,0,4,0,0,0,0,0,0,0,0,0
"P49406",0,0,0,0,10,0,0,0,0,0,0,0,0,0
"Q9BYC9",0,0,0,0,10,0,0,0,0,0,0,0,0,0
"Q16540",0,0,0,0,9,4,0,0,0,0,0,0,0,0
"Q96A35",0,0,0,0,11,0,2,0,6,0,0,0,0,0
"Q13084",0,0,0,0,6,11,0,0,0,0,0,0,0,0
"Q9BZE1",0,0,0,0,13,6,7,4,8,4,0,0,0,0
"Q96DV4",0,0,0,0,17,4,0,0,0,0,0,0,0,0
"Q9NQ50",0,0,0,0,42,0,10,0,6,0,0,0,0,0
"Q9H9J2",0,0,0,0,13,0,9,0,2,0,0,0,0,0
"Q9H2W6",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Q13405",0,0,0,0,33,15,0,0,0,4,0,0,0,0
"Q96TC7",0,0,0,0,0,0,0,0,0,6,0,0,0,0
"O43567",0,0,0,0,0,0,0,0,2,0,0,0,0,0
"O75792",0,0,0,3,0,2,2,0,0,0,0,0,0,0
"Q15287",0,0,0,0,0,0,0,0,8,0,0,0,0,0
